date,plant,fuel,producer,units,installed_mw,present_mw,actual_day,actual_evening,forecast_day,forecast_evening,effective_day,effective_evening,remarks
2025-02-04,Ullapara 11 MW PP (Summit),Gas,"SIPP,REB",4*2.90,11.6,11.0,2.5,2.5,8.25,8.25,8.25,8.25,-
2025-02-04,Unique Meghnaghat Power Limited (UMPL),Gas,IPP,,,584.0,0.0,0.0,584.0,584.0,0.0,0.0,Gas shortage
2025-02-04,United Payra Power Ltd.,HFO,IPP,8*18.5+1*9.5,157.5,150.0,72.0,100.0,150.0,150.0,150.0,150.0,-
2025-02-05,Adani Power Jharkhanda Ltd,Import,Import,2*673,1346.0,1347.54,760.83,752.0,748.0,748.0,748.0,748.0,Under Maintenance
2025-02-05,Amnura 50 MW PP(Sinha),HFO,QRPP,7*7.79,54.53,35.09,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Anlima Energy Ltd.,HFO,IPP,6*21.2,127.2,116.0,35.0,35.0,116.0,116.0,116.0,116.0,-
2025-02-05,Anwara 300 MW PP (United),HFO,IPP,17*17+24,289.0,300.0,0.0,32.0,300.0,300.0,300.0,300.0,-
2025-02-05,Ashuganj 150MW PP (Midland),HFO,IPP,23X7.015,161.345,150.0,70.0,93.0,150.0,150.0,150.0,150.0,-
2025-02-05,Ashuganj 195 MW PP (APSCL-United),Gas,IPP,20X9.73+1X16,210.6,195.0,197.0,197.0,195.0,195.0,195.0,195.0,-
2025-02-05,Ashuganj 420 MW CCPP(East),Gas,APSCL,284*1+116*1,400.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Ashuganj 450 MW CCPP(North),Gas,APSCL,1*360,360.0,353.35,0.0,0.0,0.0,0.0,0.0,0.0,To Facilitate Major Inspection
2025-02-05,Ashuganj 450 MW CCPP(South),Gas,APSCL,1*360,360.0,356.56,90.0,58.0,356.56,356.56,150.0,150.0,-
2025-02-05,Ashuganj 51 MW PP (Midland),Gas,IPP,6X9.34,56.04,51.0,51.0,51.0,40.0,51.0,40.0,51.0,-
2025-02-05,Ashuganj 55 MW PP (Precision),Gas,QRPP,15*4,60.0,55.0,19.0,14.0,30.0,30.0,30.0,30.0,-
2025-02-05,Ashuganj CCPP 225 MW,Gas,APSCL,1X142+1X75,217.0,221.43,182.0,183.0,221.0,221.0,205.0,205.0,FGMO
2025-02-05,Ashuganj TSK 50 MW PP,Gas,APSCL,14*3.96,55.44,46.94,29.0,31.0,46.94,46.94,41.0,41.0,-
2025-02-05,Baghabari 100 MW GTPP,Gas,PDB,1*100,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Machine Under Maintenance
2025-02-05,Baghabari 50 MW Peaking PP,HFO,PDB,6*8.9,53.4,47.0,0.0,42.0,42.0,42.0,42.0,42.0,-
2025-02-05,Baghabari 71 MW GTPP,Gas,PDB,1X71,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas shortage
2025-02-05,Bagura 113 MW PP (Confidence)-2,HFO,IPP,6*18.55+7.2,111.3,113.0,0.0,0.0,113.0,113.0,113.0,113.0,-
2025-02-05,Barapukuria 275 MW TPP Unit-3,Coal,PDB,1*275,275.0,274.0,156.0,158.0,160.0,160.0,160.0,160.0,machine problem
2025-02-05,Barapukuria TPP Unit-1 & 2,Coal,PDB,1*125+1*125,250.0,170.0,67.0,67.0,68.0,68.0,70.0,70.0,Partial Shutdown due to maintenance
2025-02-05,Barisal 1 MW Solar Plant,Solar,IPP,,,1.0,0.57,0.0,1.0,0.0,1.0,0.0,-
2025-02-05,Barisal 110 MW PP (Summit ),HFO,IPP,7X17.076,119.532,110.0,0.0,0.0,110.0,110.0,110.0,110.0,-
2025-02-05,Barisal 307 MW,Coal,BCPCL,307X1,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,-
2025-02-05,Bera 70 MW Peaking PP,HFO,PDB,9*8.29,74.61,66.0,0.0,6.0,42.0,42.0,42.0,42.0,-
2025-02-05,Bhairob 54.5 MW,HFO,IPP,3*18.2,54.6,54.5,35.0,54.5,54.5,54.5,54.5,54.5,-
2025-02-05,Bheramara (HVDC ),Import,Import,2X500,1000.0,1000.0,921.0,638.0,1000.0,1000.0,1000.0,1000.0,-
2025-02-05,Bheramara 410 MW CCPP,Gas,NWPGCL,1X278+1X132,410.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,Schedule Combustor Inspection
2025-02-05,Bheramara GTPP Unit-3,HSD,PDB,1X20,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Bhola 225 MW CCPP,Gas,PDB,2X63+1X68,194.0,193.1,130.0,130.0,136.0,136.0,140.0,140.0,Partial Shutdown of STG
2025-02-05,Bhola 33 MW PP (Venture),Gas,NENP,1X34.50,34.5,40.0,4.0,7.0,10.12,10.12,10.12,10.12,Dead bus operation
2025-02-05,Bhola Nutan Biddut BD LTD,Gas/HSD,IPP,2*110,220.0,220.0,110.0,110.0,110.0,110.0,110.0,110.0,GT-12 Under shutdown for Offline water wash
2025-02-05,Bibiana-II 341 MW CCPP (Summit),Gas,IPP,1*222+1*119,341.0,341.0,290.0,300.0,341.0,341.0,307.0,307.0,FGMO
2025-02-05,Bibiyana South 400 MW,Gas,PDB,1*400,400.0,383.0,102.0,255.0,40.0,70.0,130.0,130.0,Preparation for ST startup
2025-02-05,Bibiyana-III 400 MW CCPP,Gas,PDB,285*1+134*1,419.0,400.0,359.0,370.0,380.0,380.0,352.0,352.0,FGMO
2025-02-05,Bosila 108MW PP(CLC),HFO,IPP,12*8.775+1*3.5,108.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Chandpur 115(Doreen),HFO,IPP,4*18.5+2*22.5,119.0,115.0,72.0,115.0,115.0,115.0,115.0,115.0,-
2025-02-05,Chandpur 150 MW CCPP,Gas,PDB,1*106+1*57,163.0,163.0,0.0,0.0,163.0,163.0,50.0,50.0,-
2025-02-05,Chandpur 200MW (Desh energy),HFO,IPP,12*18.4,220.8,200.0,100.0,105.0,200.0,200.0,200.0,200.0,-
2025-02-05,Chapainawabganj 100 MW Peaking PP,HFO,PDB,12*8.924,107.088,104.0,51.0,97.0,98.0,98.0,98.0,98.0,-
2025-02-05,Chattogram 108 MW PP (ECPV),HFO,IPP,16*7,112.0,108.0,0.0,51.0,108.0,108.0,108.0,108.0,Liquid fuel shortage
2025-02-05,Chattogram TPP,Gas,PDB,1*210+1*210,420.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,Both units are under maintenance
2025-02-05,Chowmuhani 113 MW,HFO,IPP,12*9.78+2*3.1,123.56,113.0,29.0,76.0,55.0,55.0,55.0,55.0,Liquid fuel shortage
2025-02-05,Confidence Power Bogura Unit-1 113 MW,HFO,IPP,6*18.55,111.3,113.0,0.0,0.0,113.0,113.0,113.0,113.0,-
2025-02-05,Cox's Bazar Wind,Wind,PDB,,,60.0,15.0,15.0,4.0,2.0,4.0,2.0,-
2025-02-05,Cumilla 25 MW PP (Summit),Gas,"SIPP,REB",3*3.67+2*6.97,24.95,25.0,11.0,17.0,20.83,20.83,20.83,20.83,Machine Under Maintenance
2025-02-05,Dohazari -Kalaish 100 MW Peaking,HFO,PDB,6*17,102.0,98.0,0.0,84.0,85.0,85.0,85.0,85.0,-
2025-02-05,Energypac Power Venture Thakurgaon Ltd.,HFO,IPP,,,115.0,74.0,75.0,115.0,115.0,115.0,115.0,-
2025-02-05,Faridpur 50 MW Peaking PP,HFO,PDB,8*6.89,55.12,50.0,0.0,0.0,45.0,45.0,45.0,45.0,-
2025-02-05,Fenchuganj 44MW (Energyprima),Gas,NENP,12*3.3+5*2,49.6,47.998,30.0,36.0,44.0,44.0,40.0,40.0,-
2025-02-05,Fenchugonj CCPP Phase-1,Gas,PDB,2*32+1*33,97.0,80.0,30.0,29.0,40.0,42.0,42.0,42.0,-
2025-02-05,Fenchugonj CCPP Phase-2,Gas,PDB,2*35+1*35,105.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Feni 11 MW PP (Doreen),Gas,"SIPP,REB",4*2.90,11.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Feni Lanka Power,HFO,IPP,7*18.415+1*9.78,138.685,114.0,0.0,0.0,114.0,114.0,114.0,114.0,-
2025-02-05,Gagnagar 102 MW PP (Digital Power),HFO,IPP,12*8.924,107.088,102.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Gazipur 100 MW PP,HFO,RPCL,6*17.5,105.0,105.0,50.0,105.0,105.0,105.0,105.0,105.0,-
2025-02-05,Gazipur 52 MW PP,HFO,RPCL,6*8.9,53.4,52.194,26.0,25.0,52.19,52.19,52.19,52.19,-
2025-02-05,Ghorasal 365 MW CCPP Unit-7,Gas,PDB,1*243+1*122,365.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,HGPI Maintenance Work is going on.
2025-02-05,Ghorasal Repowered CCPP Unit-3,Gas,PDB,1*260,260.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,GT is under maintenance
2025-02-05,Ghorasal Repowered CCPP Unit-4,Gas,PDB,1*210,210.0,174.8,0.0,0.0,0.0,0.0,0.0,0.0,Post HGPI under maintance due to Gas shortage
2025-02-05,Ghorasal TPP Unit-5,Gas,PDB,1*210,210.0,174.8,0.0,0.0,174.8,174.8,0.01,0.01,-
2025-02-05,Ghorashal 108 MW PP (Regent),Gas,IPP,34*3.35,113.9,97.7,72.0,73.0,97.3,97.3,77.0,77.0,-
2025-02-05,Gopalganj 100 MW Peaking PP,HFO,PDB,16*6.98,111.68,100.0,0.0,0.0,40.0,40.0,40.0,40.0,-
2025-02-05,HVDC(Nepal),Import,Import,1*40,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Haripur 360 MW CCPP (HPL),Gas,IPP,1*235+1*125,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Haripur 412 MW CCPP,Gas,EGCB,1*273+1*139,412.0,400.75,405.0,401.0,400.75,400.75,400.75,400.75,-
2025-02-05,Haripur GTPP,Gas,"SBU,PDB",32*2,64.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Hathazari 100 MW peaking PP,HFO,PDB,11*8.9,97.9,94.0,0.0,0.0,0.0,0.0,0.0,0.0,machine problem
2025-02-05,Hobiganj 11MW PP Cofidence-E,Gas,"SIPP,REB",4*2.90,11.6,11.0,5.0,0.0,5.0,5.0,5.0,5.0,machine problem
2025-02-05,Import (Tripura),Import,Import,,,160.0,62.0,46.0,160.0,160.0,160.0,160.0,-
2025-02-05,Intraco Solar 30 MW,Solar,IPP,1*30,30.0,30.0,12.0,0.0,20.0,0.0,20.0,0.0,-
2025-02-05,JERA Meghnaghat Power Limited,Gas,IPP,250*2+268,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Jamalpur 115 MW PP (United),HFO,IPP,9.78*12,117.36,115.0,9.0,9.0,115.0,115.0,115.0,115.0,-
2025-02-05,Jamalpur 95 MW PP(Powerpac),HFO,IPP,,,95.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Jangalia 52 MW PP (Lakdanavi),HFO,IPP,6*8.92,53.52,52.2,0.0,52.0,52.2,52.2,52.2,52.2,-
2025-02-05,Jodiac Power,HFO,IPP,3*18.55+1*3.6,59.25,54.36,0.0,0.0,54.36,54.36,54.36,54.36,-
2025-02-05,Juldah 100 MW PP Unit-3 (Acorn),HFO,IPP,8*13.5,108.0,100.0,12.0,70.0,100.0,100.0,100.0,100.0,-
2025-02-05,Juldah unit-2 (Acorn),HFO,IPP,8*13.6,108.8,100.0,12.0,75.0,100.0,100.0,100.0,100.0,-
2025-02-05,Kamalaghat 54 MW PP(Banco Energy),HFO,IPP,3*18,54.0,53.97,35.0,54.0,53.97,53.97,53.97,53.97,-
2025-02-05,Kanchan Purbachal Power Generation Ltd.,HFO,IPP,18.4*3,55.2,36.09,0.0,36.0,17.0,17.0,35.0,35.0,Due to Alternator-03 shifting purpose
2025-02-05,Kaptai 7 MW Solar PP,Solar,PDB,,,7.0,4.0,0.0,3.82,0.0,3.82,0.0,-
2025-02-05,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",Hydro,PDB,2*40+3*50,230.0,230.0,40.0,40.0,40.0,40.0,40.0,40.0,-
2025-02-05,Karnaphuli Power Ltd.,HFO,IPP,18.415*6+6.5,110.49,110.0,17.0,49.0,110.0,110.0,110.0,110.0,-
2025-02-05,Katakhali 50 MW Peaking PP,HFO,PDB,6*8.7,52.2,45.49,0.0,38.0,45.0,45.0,45.0,45.0,-
2025-02-05,Katpotti 52 MW PP (Sinha),HFO,IPP,7*7.9,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Keraniganj 100 MW PP (Powerpac),HFO,QRPP,8*13.45,107.6,75.24,0.0,0.0,13.0,13.0,13.0,13.0,-
2025-02-05,Khulna 225 MW CCPP,HSD/Gas,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,230.0,230.0,230.0,230.0,-
2025-02-05,Khulna 330 MW CCPP,HSD/Gas,PDB,1*220+1*110,330.0,336.0,0.0,0.0,336.0,336.0,336.0,336.0,-
2025-02-05,Kodda 149 MW PP Unit-1 (Summit),HFO,IPP,8*18.45+8.97,147.6,149.0,122.0,0.0,149.0,149.0,149.0,149.0,-
2025-02-05,Kodda 150 MW PP B-R,HFO,PDB-RPCL,9*17.06,153.54,149.36,16.0,133.0,149.36,149.36,149.36,149.36,-
2025-02-05,Kodda 300 MW PP Unit-2 (Summit),HFO,IPP,18*17.06,307.08,300.0,0.0,0.0,300.0,300.0,300.0,300.0,-
2025-02-05,Kushiara 163 MW CCPP (KP),Gas,IPP,1*109+1*54,163.0,163.0,120.0,163.0,163.0,163.0,163.0,163.0,-
2025-02-05,Madanganj-55 MW PP(Summit),HFO,IPP,3*17+1*11.3,62.3,55.0,15.0,55.0,55.0,55.0,55.0,55.0,-
2025-02-05,Madhumati 100 MW PP,HFO,NWPGCL,6*18,108.0,105.0,0.0,0.0,105.0,105.0,0.0,0.0,Liquid fuel shortage
2025-02-05,"Malancha, Ctg. EPZ (United)",Gas,IPP,5*8.73+3*9.34,71.67,42.0,3.0,22.0,2.0,20.0,2.0,20.0,-
2025-02-05,Manikganj 55 MW PP (Northern),HFO,IPP,19.3*3,57.9,55.0,55.0,55.0,55.0,55.0,55.0,55.0,-
2025-02-05,Manikgonj 162MW PP(MPGL),HFO,IPP,9*18,162.0,162.0,108.0,162.0,162.0,162.0,162.0,162.0,-
2025-02-05,Maona 33 MW PP(Summit),Gas,IPP,4*8.73,34.92,33.0,25.0,25.0,33.0,33.0,33.0,33.0,-
2025-02-05,Matarbari 2*600 MW (CPGCBL),Coal,CPGCL,2*600,1200.0,1200.0,154.0,157.0,150.0,150.0,150.0,150.0,U2 S/D 24/Jan/25 (Maintenance Work)
2025-02-05,Meghnaghat 104 MW PP (OPCL),HFO,IPP,6*18.5,111.0,104.0,0.0,0.0,104.0,104.0,0.0,0.0,Liquid fuel shortage
2025-02-05,Meghnaghat 450 MW CCPP (MPL),Gas,IPP,2*150+1*150,450.0,450.0,300.0,400.0,450.0,450.0,450.0,450.0,-
2025-02-05,Meghnaghat CCPP(Summit),Gas,IPP,2*110+1*110,330.0,335.0,261.0,256.0,335.0,335.0,301.0,301.0,FGMO
2025-02-05,Meghnaghat CCPP(Summit)-2,Gas/HSD,IPP,,,583.0,0.0,0.0,583.0,583.0,0.0,0.0,Gas shortage
2025-02-05,Mirsharai 150 MW,HFO/Gas,IPP,18.5*9,166.5,159.86,0.0,126.0,159.86,159.86,159.86,159.86,-
2025-02-05,Mongla Orion 100 MW Solar PP,Solar,IPP,100,100.0,100.0,75.2,0.0,75.0,0.0,75.0,0.0,-
2025-02-05,Mymensingh 200 MW PP (United),HFO,IPP,9.78*21,205.38,200.0,59.0,58.0,200.0,200.0,200.0,200.0,-
2025-02-05,Nababganj 55 MW PP (Southern power ),HFO,IPP,19.3*3,57.9,55.0,35.0,35.0,55.0,55.0,55.0,55.0,-
2025-02-05,Narshingdi 22 MW PP (Doreen),Gas,"SIPP,REB",8*2.90,23.2,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Natore 52 MW PP (Rajlanka),HFO,IPP,6*8.92,53.52,52.2,0.0,43.0,52.2,52.2,0.0,0.0,-
2025-02-05,Pabna Solar 100 MW,Solar,IPP,,,100.0,85.0,0.0,97.0,0.0,97.0,0.0,-
2025-02-05,Patenga 50MW PP (Baraka),HFO,IPP,8*6.98,55.84,50.0,32.0,37.0,50.0,50.0,50.0,50.0,-
2025-02-05,Payra 1320 MW,Coal,BCPCL,2*622,1244.0,1244.0,1120.0,1110.0,1244.0,1244.0,1204.0,1204.0,FGMO
2025-02-05,RPCL 210MW CCPP,Gas,RPCL,4*35+1*70,210.0,210.0,10.0,11.0,210.0,210.0,70.0,70.0,Low gas pressure
2025-02-05,Rampal 1320 MW (BIFPCL),Coal,PDB,660*2,1320.0,1234.2,0.0,0.0,1234.0,1234.0,0.0,0.0,Reserve Shutdown
2025-02-05,Rangpur 113 MW PP (Confidence),HFO,IPP,9*6.984+7*7.015+3.15*2,118.261,113.0,0.0,100.0,113.0,113.0,113.0,113.0,-
2025-02-05,Rangpur 20 MW GTPP,HSD,PDB,1*20,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,-
2025-02-05,Raozan 25 MW PP,HFO,IPP,3*8.9,26.7,25.5,0.0,0.0,25.5,25.5,25.5,25.5,-
2025-02-05,Rupganj 33 MW PP(Summit),Gas,IPP,4*8.73,34.92,33.0,24.0,28.0,33.0,33.0,33.0,33.0,-
2025-02-05,Rupsha 105 MW PP (Orion rupsha),HFO,IPP,6*18.445,110.67,105.0,0.0,0.0,105.0,105.0,0.0,0.0,Liquid fuel shortage
2025-02-05,SS Power,Coal,IPP,2*660,1320.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,-
2025-02-05,Saidpur 20 MW GTPP,HSD,PDB,1*20,20.0,20.0,0.0,0.0,14.0,14.0,14.0,14.0,-
2025-02-05,Santahar 50 MW Peaking PP,HFO,PDB,6*8.7,52.2,46.0,0.0,30.0,30.0,30.0,30.0,30.0,-
2025-02-05,Sarishabari 3 MW Solar Plant,Solar,IPP,,,2.71,2.0,0.0,1.7,0.0,1.7,0.0,-
2025-02-05,Shahjahanulla 25 MW PP,Gas,"SIPP,REB",3*9.34,28.02,25.0,17.0,25.0,25.0,25.0,25.0,25.0,-
2025-02-05,Shahjibazar 100 MW GTPP,Gas,PDB,1*100,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Shahjibazar 86MW PP (Shahjibazar),Gas,RPP,32*2.90,92.8,86.0,85.0,50.0,86.0,86.0,86.0,86.0,-
2025-02-05,Shahjibazar GTPP Unit- 8 & 9,Gas,PDB,2*35,70.0,66.57,30.0,30.0,0.0,0.0,30.0,30.0,-
2025-02-05,Shajibazar 330 MW CCPP,Gas,PDB,3*110,330.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Maintenance
2025-02-05,Siddhirganj 335 MW CCPP,Gas,EGCB,1*217+118,217.0,335.0,280.0,330.0,335.0,335.0,335.0,335.0,-
2025-02-05,Siddhirgonj 2*120 MW GTPP,Gas,EGCB,2*105,210.0,210.0,0.0,0.0,210.0,210.0,0.0,0.0,Gas shortage
2025-02-05,Siddhirgonj 210 MW TPP,Gas,PDB,1*210,210.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Major Overhauling
2025-02-05,Sikalbaha 105 MW PP (Baraka Sikalbaha),HFO,IPP,6*17.5,105.0,105.0,85.0,68.0,105.0,105.0,105.0,105.0,Bill delay and high diff. of USD exchange rate
2025-02-05,Sikalbaha 225MW CCPP,Gas/HSD,PDB,1*150+1*75,225.0,225.0,188.0,227.0,185.0,185.0,185.0,185.0,-
2025-02-05,Sikalbaha Peaking GT,Gas/HSD,PDB,1*150,150.0,126.5,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Sirajganj 68 MW Solar Park,Solar,IPP,,,68.0,43.95,0.0,50.0,0.0,50.0,0.0,-
2025-02-05,Sirajgonj 225MW CCPP Unit-1,Gas/HSD,NWPGCL,1*150+1*75,225.0,214.0,179.0,165.0,214.0,214.0,214.0,214.0,-
2025-02-05,Sirajgonj 225MW CCPP Unit-2,Gas/HSD,NWPGCL,1*150+1*75,225.0,220.0,0.0,0.0,220.0,220.0,0.01,0.01,Plant is on standby as per NLDC requirement.
2025-02-05,Sirajgonj 225MW CCPP Unit-3,Gas/HSD,NWPGCL,1*141,141.0,220.0,143.0,150.0,220.0,220.0,198.0,198.0,Gas shortage
2025-02-05,Sirajgonj 400 MW CCPP Unit-4,Gas/HSD,NWPGCL,1*282+1*132,414.0,413.79,369.0,394.0,413.79,413.79,372.0,372.0,FGMO
2025-02-05,Sirajgonj 6.55 MW Solar,Solar,NWPGCL,,,6.09,3.82,0.0,4.55,0.0,4.55,0.0,-
2025-02-05,Sonagazi 75 MW (AC) Solar Power Plant,Solar,EGCB,,,75.0,66.0,0.0,55.0,0.0,55.0,0.0,-
2025-02-05,Spectra Solar Plant Ltd.,Solar,IPP,,,35.0,26.0,0.0,30.0,0.0,30.0,0.0,-
2025-02-05,Sreepur 150 MW PP,HFO,PDB-RPCL,9*18,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Summit Power Ashulia,Gas,IPP,,,33.75,18.0,13.0,22.5,22.5,22.5,22.5,Low gas pressure
2025-02-05,Summit Power Madhabdi,Gas,IPP,3*3.67+4*8.73,45.93,23.0,21.0,22.0,23.0,23.0,23.0,23.0,-
2025-02-05,Sutiakhali 50 MW Solar PP,Solar,IPP,,,50.0,39.42,0.0,43.26,0.0,43.26,0.0,-
2025-02-05,Sylhet 20 MW GTPP,Gas,PDB,1*20,20.0,20.0,18.0,18.0,20.0,20.0,20.0,20.0,-
2025-02-05,Sylhet 225 MW CCPP,Gas,PDB,1*142+1*89,231.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-05,Sympa Solar Power 8 MW,Solar,IPP,,,8.0,5.0,0.0,4.1,0.0,4.1,0.0,-
2025-02-05,Tangail Palli Power Gen 22 MW,HFO,IPP,4*6.7,26.8,22.0,6.0,6.0,22.0,22.0,22.0,22.0,Will be dispatch 6 Mw due to liquid fuel shortages
2025-02-05,Teesta Solar Limited,Solar,BCPCL,,,200.0,144.0,0.0,161.04,0.0,161.04,0.0,-
2025-02-05,Teknaf 20MW PP (Solartech),Solar,IPP,,,20.0,20.0,0.0,18.0,0.0,18.0,0.0,-
2025-02-05,Titas 50 MW Peaking PP,HFO,PDB,6*8.92,53.52,47.0,0.0,32.0,47.0,47.0,47.0,47.0,machine problem
2025-02-05,Tongi 80 MW GTPP,Gas,PDB,1* 105,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Maintenance of Exciter
2025-02-05,Ullapara 11 MW PP (Summit),Gas,"SIPP,REB",4*2.90,11.6,11.0,2.5,2.5,8.25,8.25,8.25,8.25,-
2025-02-05,Unique Meghnaghat Power Limited (UMPL),Gas,IPP,,,584.0,0.0,0.0,584.0,584.0,0.0,0.0,Gas shortage
2025-02-05,United Payra Power Ltd.,HFO,IPP,8*18.5+1*9.5,157.5,150.0,150.0,17.0,150.0,150.0,150.0,150.0,-
2025-02-06,Adani Power Jharkhanda Ltd,Import,Import,2*673,1346.0,1347.54,754.92,758.04,748.0,748.0,748.0,748.0,-
2025-02-06,Amnura 50 MW PP(Sinha),HFO,QRPP,7*7.79,54.53,35.09,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-06,Anlima Energy Ltd.,HFO,IPP,6*21.2,127.2,116.0,35.0,35.0,116.0,116.0,116.0,116.0,-
2025-02-06,Anwara 300 MW PP (United),HFO,IPP,17*17+24,289.0,300.0,32.0,65.0,300.0,300.0,300.0,300.0,-
2025-02-06,Ashuganj 150MW PP (Midland),HFO,IPP,23X7.015,161.345,150.0,113.0,125.0,150.0,150.0,150.0,150.0,-
2025-02-06,Ashuganj 195 MW PP (APSCL-United),Gas,IPP,20X9.73+1X16,210.6,195.0,115.0,143.0,195.0,195.0,195.0,195.0,-
2025-02-06,Ashuganj 420 MW CCPP(East),Gas,APSCL,284*1+116*1,400.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-06,Ashuganj 450 MW CCPP(North),Gas,APSCL,1*360,360.0,353.35,0.0,0.0,0.0,0.0,0.0,0.0,To Facilitate Major Inspection
2025-02-06,Ashuganj 450 MW CCPP(South),Gas,APSCL,1*360,360.0,356.56,250.0,255.0,260.0,260.0,260.0,260.0,-
2025-02-06,Ashuganj 51 MW PP (Midland),Gas,IPP,6X9.34,56.04,51.0,40.0,40.0,40.0,51.0,40.0,51.0,-
2025-02-06,Ashuganj 55 MW PP (Precision),Gas,QRPP,15*4,60.0,55.0,22.0,28.0,30.0,30.0,30.0,30.0,-
2025-02-06,Ashuganj CCPP 225 MW,Gas,APSCL,1X142+1X75,217.0,221.43,185.0,182.0,221.0,221.0,205.0,205.0,FGMO
2025-02-06,Ashuganj TSK 50 MW PP,Gas,APSCL,14*3.96,55.44,46.94,30.0,28.0,46.94,46.94,30.0,30.0,-
2025-02-06,Baghabari 100 MW GTPP,Gas,PDB,1*100,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Machine Under Maintenance
2025-02-06,Baghabari 50 MW Peaking PP,HFO,PDB,6*8.9,53.4,47.0,0.0,33.0,42.0,42.0,42.0,42.0,-
2025-02-06,Baghabari 71 MW GTPP,Gas,PDB,1X71,71.0,71.0,0.0,0.0,71.0,71.0,0.0,0.0,Gas shortage
2025-02-06,Bagura 113 MW PP (Confidence)-2,HFO,IPP,6*18.55+7.2,111.3,113.0,35.0,0.0,113.0,113.0,113.0,113.0,-
2025-02-06,Barapukuria 275 MW TPP Unit-3,Coal,PDB,1*275,275.0,274.0,157.0,165.0,150.0,150.0,150.0,150.0,-
2025-02-06,Barapukuria TPP Unit-1 & 2,Coal,PDB,1*125+1*125,250.0,170.0,68.0,67.0,70.0,70.0,70.0,70.0,Partial Shutdown due to maintenance
2025-02-06,Barisal 1 MW Solar Plant,Solar,IPP,,,1.0,0.53,0.0,1.0,0.0,1.0,0.0,-
2025-02-06,Barisal 110 MW PP (Summit ),HFO,IPP,7X17.076,119.532,110.0,0.0,16.0,110.0,110.0,110.0,110.0,-
2025-02-06,Barisal 307 MW,Coal,BCPCL,307X1,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,-
2025-02-06,Bera 70 MW Peaking PP,HFO,PDB,9*8.29,74.61,66.0,4.0,21.0,42.0,42.0,42.0,42.0,-
2025-02-06,Bhairob 54.5 MW,HFO,IPP,3*18.2,54.6,54.5,35.0,35.0,54.5,54.5,54.5,54.5,-
2025-02-06,Bheramara (HVDC ),Import,Import,2X500,1000.0,1000.0,914.0,639.0,1000.0,1000.0,1000.0,1000.0,-
2025-02-06,Bheramara 410 MW CCPP,Gas,NWPGCL,1X278+1X132,410.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,Schedule Combustor Inspection
2025-02-06,Bheramara GTPP Unit-3,HSD,PDB,1X20,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-02-06,Bhola 225 MW CCPP,Gas,PDB,2X63+1X68,194.0,193.1,132.0,132.0,136.0,136.0,136.0,136.0,Partial Shutdown of STG
2025-02-06,Bhola 33 MW PP (Venture),Gas,NENP,1X34.50,34.5,40.0,3.0,7.0,10.12,10.12,7.0,7.0,Dead bus operation
